"id","productname","sales_count","base_stock","turnover_ratio","partition_date"
1191,깐쪽파 (150g),1,10,0.1,"2025-04-07"
1192,백설 참치액 진 더 풍부한 맛 500g,2,41,0.0487805,"2025-04-07"
1193,[생물][국산] 구이용 생삼치 (대) (1미 총 400g 내외),1,9,0.111111,"2025-04-07"
1194,바른 진미오징어채 200g,1,8,0.125,"2025-04-07"
1195,옛날 자른 미역 (50g),1,9,0.111111,"2025-04-07"
1196,청양고추 (150g),1,28,0.0357143,"2025-04-07"
1197,백설 흑설탕 1kg,3,17,0.176471,"2025-04-07"
1198,미림 500ml,1,8,0.125,"2025-04-07"
1199,한끼에 하나씩 양배추 (통),2,12,0.166667,"2025-04-07"
1200,순후추 100g,5,64,0.078125,"2025-04-07"
1201,[냉장][국산] 데친 간장 전복 (270g),1,10,0.1,"2025-04-07"
1202,다진마늘 450g (PET),5,46,0.108696,"2025-04-07"
1203,이금기 팬더굴소스 255g,2,10,0.2,"2025-04-07"
1204,Im perfect 대파 900g,3,71,0.0422535,"2025-04-07"
1205,세척당근 600g (3~5입),1,7,0.142857,"2025-04-07"
1206,블랙보리 1.5L,1,10,0.1,"2025-04-07"
1207,횡성한우 1등급 찜갈비 선물세트3kg(찜갈비 600gx5),1,10,0.1,"2025-04-07"
1208,백설 자일로스설탕(갈색) 1kg,3,10,0.3,"2025-04-07"
1209,미림 900ml,1,8,0.125,"2025-04-07"
1210,양조간장 701 500ml,1,19,0.0526316,"2025-04-07"
1211,수제망 햇 양파 (1.8kg내외/망),5,43,0.116279,"2025-04-07"
1212,이금기 팬더굴소스 510G,1,9,0.111111,"2025-04-07"
1213,흙당근 (1kg),2,20,0.1,"2025-04-07"
1214,사조 안심 닭가슴살 135g*4입,1,9,0.111111,"2025-04-07"
1215,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,1,14,0.0714286,"2025-04-07"
1216,[백설] 하얀설탕 (1kg),2,14,0.142857,"2025-04-07"
1217,[냉장] 제주흑돼지 고추장양념 불고기 600g,1,10,0.1,"2025-04-07"
1218,다담 순두부 찌개양념 140g,1,8,0.125,"2025-04-07"
1219,[냉동][국산] 손질 삼치살 (600g) (소금간),3,13,0.230769,"2025-04-07"
1220,식용유900ml,2,23,0.0869565,"2025-04-07"
1221,소소한하루 양파,2,27,0.0740741,"2025-04-07"
1222,[수플린] 고당도 프리미엄 샤인머스켓 1.8KG 이상 과일선물 (3입/특품),1,8,0.125,"2025-04-07"
1223,고춧가루 1kg,3,16,0.1875,"2025-04-07"
1224,멸치액젓 500g,2,19,0.105263,"2025-04-07"
1225,동원참치액 진 500g,2,51,0.0392157,"2025-04-07"
1226,다시마면 세트 25인분(다시마면X25+비빔소스X15+메밀소바소스X10)..[35093606],1,8,0.125,"2025-04-07"
1227,하루채소 대파 (200g),3,56,0.0535714,"2025-04-07"
1228,오뚜기 찹쌀쑥 호떡믹스 300g,1,9,0.111111,"2025-04-07"
1229,[냉장][정다운] 1등급 태양초 고추장 오리주물럭 400g,2,11,0.181818,"2025-04-07"
1230,생강&매실 맛술830ml,4,36,0.111111,"2025-04-07"
1231,순후추 50g,3,39,0.0769231,"2025-04-07"
1232,시골참기름 300ml(병),2,18,0.111111,"2025-04-07"
1233,안동소주일품 특1호 21도 400ml 2병 술잔 안동소주,1,9,0.111111,"2025-04-07"
1234,진간장금F3 500ml,2,10,0.2,"2025-04-07"
1235,제주 그린키위 8~12입/팩 (1kg내외),1,10,0.1,"2025-04-07"
1236,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,3,65,0.0461538,"2025-04-07"
1237,설탕대신 알룰로스 위드 몽크프루트 830g,5,22,0.227273,"2025-04-07"
1238,친환경 흰 목이버섯 150g,1,8,0.125,"2025-04-07"
1239,헬스꼬기 지방제한 호주산 소고기 다짐육 500gX2팩,2,7,0.285714,"2025-04-07"
1240,장흥 버섯 눈꽃세트 2호(표고버섯 슬라이스 130g / 흑화고 150g / 백화고 170g),1,10,0.1,"2025-04-07"
1241,SSG 국산 건고추 (40g),1,9,0.111111,"2025-04-07"
1242,[미국산] 씨 없는 레몬 (1kg),1,10,0.1,"2025-04-07"
1243,하우스 햇 감자 (1kg),1,9,0.111111,"2025-04-07"
1244,무아스파탐 느린마을막걸리 750ml x 5입(6%),1,9,0.111111,"2025-04-07"
1245,자른 미역 (50g),1,10,0.1,"2025-04-07"
1246,[출산과일선물세트] 파머스스토리 프리미엄 알뜰 과일 바구니 특대,1,10,0.1,"2025-04-07"
1247,경주 부추 300g,1,8,0.125,"2025-04-07"
1248,구운란 30개입 (1050g),1,10,0.1,"2025-04-07"
1249,[생물][국산] 온가족 손질 민물장어(700g/팩),1,9,0.111111,"2025-04-07"
1250,[베트남] 땡초 매운맛 건고추 (50g),1,7,0.142857,"2025-04-07"
1251,고소한참기름320ml(병),2,19,0.105263,"2025-04-07"
1252,미원 맛소금 250g,2,20,0.1,"2025-04-07"
1253,우포의 아침 순수요리용 청주 미청 14도 1.5L 무가당,1,6,0.166667,"2025-04-07"
1254,[무항생제해발500]냉장등갈비구이용500g,1,10,0.1,"2025-04-07"
1255,[생물][국산] 손질 생병어 (중 마리),1,10,0.1,"2025-04-07"
1256,국산고춧가루 190g,1,22,0.0454545,"2025-04-07"
1257,부침가루 1kg,1,10,0.1,"2025-04-07"
1258,백오이 (2입/봉),1,10,0.1,"2025-04-07"
1259,사과당근주스 1000ml,1,8,0.125,"2025-04-07"
1260,백만송이버섯콤비(팩),1,10,0.1,"2025-04-07"
1261,골드망고 특선 선물세트 2호10과/3.2kg내외 개당320g,1,9,0.111111,"2025-04-07"
1262,웅진 초록매실 제로 500ml,1,10,0.1,"2025-04-07"
1263,씻거나 불릴필요 없는 맛있는 엄마 밥상 4kg,1,8,0.125,"2025-04-07"
1264,유기농 발아 깨소금 180g,2,16,0.125,"2025-04-07"
1265,백설 요리올리고당 1.2kg,1,17,0.0588235,"2025-04-07"
1266,방울토마토 600g/팩,1,9,0.111111,"2025-04-07"
1267,올리브유 1L,2,11,0.181818,"2025-04-07"
1268,향긋한 들기름 320ml,3,8,0.375,"2025-04-07"
1269,친정엄마 볶음참깨 500g(파우치),1,9,0.111111,"2025-04-07"
1270,크랜베리 농축 분말 가루 파우더 해썹 인증 200gx1통,1,10,0.1,"2025-04-07"
1271,Westgold 버터 400g,1,9,0.111111,"2025-04-07"
1272,[SSG정담][금비x어가찬]법성포 영광 굴비 프리미엄 선물세트,1,10,0.1,"2025-04-07"
1273,[냉동][베트남] ASC인증 칵테일새우 (중 26-30 900g),1,10,0.1,"2025-04-07"
1274,만번치댄 사누끼 우동면 230g*5,1,7,0.142857,"2025-04-07"
1275,닭가슴살 라이트 150g*3입,1,9,0.111111,"2025-04-07"
1276,뿌리가 살아있는 버터헤드,1,7,0.142857,"2025-04-07"
1277,허브맛솔트마늘양파 52g,2,35,0.0571429,"2025-04-07"
1278,[화이트와인] 칸티 모스카토 IGT,1,10,0.1,"2025-04-07"
1279,맛술 830ml(생강&매실),5,47,0.106383,"2025-04-07"
1280,반건조 제수용 생선세트(참돔+민어+조기),1,10,0.1,"2025-04-07"
1281,[지함]숙성한우 1++투뿔 프리미엄 구이 선물세트(등심+안심+채끝+특수부위/팩당400g/총1.6kg)냉장,1,8,0.125,"2025-04-07"
1282,[가정의 달]건어물 특선선물세트 6호(조림멸치대멸치새우지주식재래김쌈다시마 外),1,7,0.142857,"2025-04-07"
1283,통흑후추 그라인더 65g,2,30,0.0666667,"2025-04-07"
1284,행복한콩 깨끗한콩나물 380g,2,10,0.2,"2025-04-07"
1285,멸치액젓 250g,2,15,0.133333,"2025-04-07"
1286,올리브오일 500ml(피쿠알),1,8,0.125,"2025-04-07"
1287,숙성발효시켜 깊고 부드러운 건강한 발효버터 200g,1,9,0.111111,"2025-04-07"
1288,[냉동] [캐나다] 바이킹마켓 자숙랍스터 800g (1미),1,10,0.1,"2025-04-07"
1289,국내산 뒷다리 다짐육 (100g) (팩),1,10,0.1,"2025-04-07"
1290,한끼 오트밀500g(50g*10봉),1,10,0.1,"2025-04-07"
1291,어울림 건강차 2종 선물세트 2호 (돼지감자차여주차),1,7,0.142857,"2025-04-07"
1292,튀김가루 1kg,1,8,0.125,"2025-04-07"
1293,[백설] 갈색설탕 (중백당) 1kg,1,25,0.04,"2025-04-07"
1294,친환경 양파 800g,1,40,0.025,"2025-04-07"
1295,굴소스 490g,1,9,0.111111,"2025-04-07"
1296,깐마늘 (300g),2,9,0.222222,"2025-04-07"
1297,헬스꼬기 지방제한 호주산 소고기 다짐육 200gX5팩,2,9,0.222222,"2025-04-07"
1298,친환경 당근 500g,1,11,0.0909091,"2025-04-07"
1299,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx3병,3,19,0.157895,"2025-04-07"
1300,옛날 자른 당면 500g,1,9,0.111111,"2025-04-07"
1301,국내산 경북 흙생강 1kg(특품),1,9,0.111111,"2025-04-07"
1302,백설 맛술 800ml(생강),2,51,0.0392157,"2025-04-07"
1303,[다향] 오리 간장 불고기 (500g),1,9,0.111111,"2025-04-07"
1304,[가격 역주행]시골집 참기름 300ml,1,31,0.0322581,"2025-04-07"
1305,갈아만든배 340ml,3,6,0.5,"2025-04-07"
1306,I`mperfect 향이 가득한 표고버섯 (500g),1,11,0.0909091,"2025-04-07"
1307,백설 고깃집 된장찌개양념 130g,1,6,0.166667,"2025-04-07"
1308,쉐프의 치킨스톡 340g,1,8,0.125,"2025-04-07"
1309,순창 태양초찰고추장 500g,1,10,0.1,"2025-04-07"
1310,더달콤 스테비아 대추방울토마토 550g/팩,1,9,0.111111,"2025-04-07"
1311,[기장] 비빔밥용 해초샐러드 (10g) (비빔소스50g 동봉),1,8,0.125,"2025-04-07"
1312,비비고 한식간장 김자반 (50g),1,10,0.1,"2025-04-07"
1313,친환경 양파 1kg,2,32,0.0625,"2025-04-07"
1314,"2배 사과 식초 900ml",1,8,0.125,"2025-04-07"
1315,[우병철님 생산] 상주곶감 선물용 반건시 1.2kg(40-45g)30과,1,10,0.1,"2025-04-07"
1316,특등급 국산콩 콩나물 340g,2,8,0.25,"2025-04-07"
1317,[Be Chef] 파마산 치즈 블랜드 300g,1,10,0.1,"2025-04-07"
1318,카프리썬 오렌지망고 200ml*10,1,10,0.1,"2025-04-07"
1319,[냉동][필리핀]오동통 자숙 문어 (450g-550g),1,10,0.1,"2025-04-07"
1320,얼갈이 (1.2kg),1,9,0.111111,"2025-04-07"
1321,맛선생 멸치디포리 국물내기 한알 100g,1,9,0.111111,"2025-04-07"
1322,[프리미엄]사랑가득 아모르 과일 선물 혼합세트 S1 8종 4.3kg내외,1,9,0.111111,"2025-04-07"
1323,국산 건표고버섯(슬라이스) 70g,1,9,0.111111,"2025-04-07"
1324,백설 순두부 찌개양념 130g,1,9,0.111111,"2025-04-07"
1325,[기장] 명품 기장애 다시마 (200g),1,8,0.125,"2025-04-07"
1326,국산 건표고버섯(슬라이스) 500g,2,10,0.2,"2025-04-07"
1327,후레쉬 밀크 기획(900ml*2) 1800ml,1,10,0.1,"2025-04-07"
1328,캘리포니아 호두 500g,1,10,0.1,"2025-04-07"
1329,순창 재래식생된장 1kg,1,9,0.111111,"2025-04-07"
1330,정성깃든고추장 1kg,1,10,0.1,"2025-04-07"
1331,감자탕용 돼지등뼈 2kg x 1개,1,10,0.1,"2025-04-07"
1332,어울림 건강차 2종 선물세트 5호 (우엉차돼지감자차),1,8,0.125,"2025-04-07"
1333,국산숙주 260g,1,10,0.1,"2025-04-07"
1334,[냉장][항공]노르웨이슈페리어생연어필렛300g(전체부위)+간장&와사비소스&해동지증정,1,7,0.142857,"2025-04-07"
1335,푸드맛남 순수 저온압착 참기름350ml+들기름350ml 총2병[35127587],1,27,0.037037,"2025-04-07"
1336,다시마 더한 진간장 900ml,1,16,0.0625,"2025-04-07"
1337,친정엄마 고춧가루 200g,1,15,0.0666667,"2025-04-07"
1338,[1/23 오전9시 결제건까지 명절전발송]귀한분께 전하는 더덕 선물세트 특호 1.8kg,1,10,0.1,"2025-04-07"
1339,샘표 새미네부엌 오이소박이양념 120g,1,10,0.1,"2025-04-07"
1340,뉴질랜드 단호박 (통),1,10,0.1,"2025-04-07"
1341,슈레드 모짜렐라치즈 1kg(개봉 후 냉동보관),1,10,0.1,"2025-04-07"
1342,파프리카 300g (2입),1,9,0.111111,"2025-04-07"
1343,참주가 매화랑 청화랑 6본 세트 매실 블루베리 소주,1,10,0.1,"2025-04-07"
1344,[다향] 오리 고추장 주물럭용 (500g),1,9,0.111111,"2025-04-07"
1345,국산콩 콩나물 300g,1,11,0.0909091,"2025-04-07"
1346,백설 올리고당 1.2kg,1,13,0.0769231,"2025-04-07"
1347,[이푸른] 캐나다 돼지 목살 500g x 2개,1,10,0.1,"2025-04-08"
1348,돼지감자현미 2kg,1,9,0.111111,"2025-04-08"
1349,사골육수 500g,1,9,0.111111,"2025-04-08"
1350,백설 맛술 800ml(생강),3,49,0.0612245,"2025-04-08"
1351,순후추 100g,4,59,0.0677966,"2025-04-08"
1352,튜브형 다진마늘 80g,5,63,0.0793651,"2025-04-08"
1353,미원 맛소금 250g,3,18,0.166667,"2025-04-08"
1354,시골 들기름 300ml,1,9,0.111111,"2025-04-08"
1355,허브맛솔트마늘양파 52g,6,33,0.181818,"2025-04-08"
1356,동원참치액 진 500g,5,49,0.102041,"2025-04-08"
1357,곡물 그대로의 고소함이 살아있는 볶은 현미 통곡물 200g,1,9,0.111111,"2025-04-08"
1358,지구식단 넓은두부면 100g,1,10,0.1,"2025-04-08"
1359,하루채소 대파 (200g),4,53,0.0754717,"2025-04-08"
1360,[냉동]국내산 무뼈닭발 1kg,1,8,0.125,"2025-04-08"
1361,청양고추 (150g),1,27,0.037037,"2025-04-08"
1362,푸드맛남 순수 저온압착 참기름350ml+들기름350ml 총2병[35127587],2,26,0.0769231,"2025-04-08"
1363,오천년의 신비 국산 꽃소금 (천일염) 400g,1,15,0.0666667,"2025-04-08"
1364,계란간장소스 300ml,1,20,0.05,"2025-04-08"
1365,Im perfect 대파 900g,2,68,0.0294118,"2025-04-08"
1366,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx5병,3,26,0.115385,"2025-04-08"
1367,[냉동/냉장]영광법성포 굴비와 고추장굴비 2호(굴비 10미(1.0kg)+새싹보리 고추장굴비(100gx3)),1,8,0.125,"2025-04-08"
1368,국산 참기름 250ml,1,21,0.047619,"2025-04-08"
1369,다진마늘 240g,1,39,0.025641,"2025-04-08"
1370,행복한콩 깨끗한콩나물 380g,2,8,0.25,"2025-04-08"
1371,친환경 양파 800g,1,39,0.025641,"2025-04-08"
1372,두번달여더진한 진간장 1.7L,1,19,0.0526316,"2025-04-08"
1373,고춧가루 1kg,2,23,0.0869565,"2025-04-08"
1374,파머스픽 흙대파 (봉),7,72,0.0972222,"2025-04-08"
1375,무농약 귀리쌀 800g,2,10,0.2,"2025-04-08"
1376,미원 맛소금 95g,2,19,0.105263,"2025-04-08"
1377,자른미역 100g,2,9,0.222222,"2025-04-08"
1378,[가정의 달]건어물 특선선물세트 6호(조림멸치대멸치새우지주식재래김쌈다시마 外),2,11,0.181818,"2025-04-08"
1379,친환경 부추 200g,1,11,0.0909091,"2025-04-08"
1380,흙대파 750g,4,61,0.0655738,"2025-04-08"
1381,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx1병,2,28,0.0714286,"2025-04-08"
1382,GAP 반반상추 (200g),1,10,0.1,"2025-04-08"
1383,흙당근 (1kg),4,18,0.222222,"2025-04-08"
1384,[백설] 하얀설탕 (1kg),1,12,0.0833333,"2025-04-08"
1385,미림 900ml,1,7,0.142857,"2025-04-08"
1386,통흑후추 그라인더 65g,3,28,0.107143,"2025-04-08"
1387,양념 소불고기 (800g),1,10,0.1,"2025-04-08"
1388,향이 진한 다진마늘 (200g),3,65,0.0461538,"2025-04-08"
1389,백설 요리올리고당 1.2kg,2,16,0.125,"2025-04-08"
1390,양조식초 1.8L,1,10,0.1,"2025-04-08"
1391,[해동][원양산] 오징어 (대 마리),1,9,0.111111,"2025-04-08"
1392,에이클래스 체다 슬라이스치즈 210g (30gX7),1,7,0.142857,"2025-04-08"
1393,피넛버터 크런치 340g,1,9,0.111111,"2025-04-08"
1394,몬도 스파게티면 스파게티 파스타면 500g 8개,1,18,0.0555556,"2025-04-08"
1395,바나나맛 우유(240ml4개) 960ml,1,9,0.111111,"2025-04-08"
1396,수제망 햇 양파 (1.8kg내외/망),2,38,0.0526316,"2025-04-08"
1397,[냉동][베트남] ASC인증 칵테일새우 (중 26-30 900g),1,9,0.111111,"2025-04-08"
1398,평양물냉면 육수 290ml,1,9,0.111111,"2025-04-08"
1399,불닭소스 200g,1,11,0.0909091,"2025-04-08"
1400,미림 500ml,2,7,0.285714,"2025-04-08"
1401,백설 올리고당 1.2kg,3,12,0.25,"2025-04-08"
1402,[냉동][노르웨이] 고등어 필렛 (800g/팩),1,9,0.111111,"2025-04-08"
1403,백설 100%통참깨참기름 320ml,2,25,0.08,"2025-04-08"
1404,생강가루 55g,2,24,0.0833333,"2025-04-08"
1405,씻어나온 국산 고춧가루 200g,1,17,0.0588235,"2025-04-08"
1406,올리브오일 500ml(오히블랑카),1,10,0.1,"2025-04-08"
1407,루꼴라 (30g),1,10,0.1,"2025-04-08"
1408,리얼런천미트 340g,1,10,0.1,"2025-04-08"
1409,껍질벗긴 들깨가루 300g,1,12,0.0833333,"2025-04-08"
1410,웅진 카무트 브랜드밀 현미차 1.5L,1,9,0.111111,"2025-04-08"
1411,[냉동][국산] 손질 삼치살 (600g) (소금간),2,10,0.2,"2025-04-08"
1412,[생물][국산] 구이용 생삼치 (특) (1~2미 총 500g 내외),1,10,0.1,"2025-04-08"
1413,알프레도 파스타소스 350g,1,10,0.1,"2025-04-08"
1414,사각다시마 150g,1,9,0.111111,"2025-04-08"
1415,[냉동] 한우 차돌박이 바로구이 300g,1,10,0.1,"2025-04-08"
1416,[마리오] 블랙 오히블랑까 올리브 310g,1,10,0.1,"2025-04-08"
1417,[냉장][설성목장] 한돈 고추장 불고기 300g,1,8,0.125,"2025-04-08"
1418,제주산 다진마늘 260g,2,51,0.0392157,"2025-04-08"
1419,[냉동][국산] 손질 가자미 (500g) (소금간),3,15,0.2,"2025-04-08"
1420,친환경 애호박 1개 (150g내외),2,14,0.142857,"2025-04-08"
1421,백설 순두부 찌개양념 130g,3,14,0.214286,"2025-04-08"
1422,[냉동/미국산] 우삼겹 바로구이 (500g),1,10,0.1,"2025-04-08"
1423,영덕시금치 200g,1,10,0.1,"2025-04-08"
1424,CJ 해찬들 사계절쌈장 170g,1,8,0.125,"2025-04-08"
1425,백설 참치액 진 더 풍부한 맛 500g,3,39,0.0769231,"2025-04-08"
1426,금산 울몸애 더덕선물세트(상)(1kg/35-45뿌리),1,10,0.1,"2025-04-08"
1427,자연산 꽁치300g &고등어 400g,1,9,0.111111,"2025-04-08"
1428,시골참기름 300ml(병),2,16,0.125,"2025-04-08"
1429,다진마늘 450g (PET),2,41,0.0487805,"2025-04-08"
1430,국산 고운 고춧가루 110g,3,17,0.176471,"2025-04-08"
1431,고사리오일파스타소스 260g,1,10,0.1,"2025-04-08"
1432,농장직송 입맛 돋우는 알싸한 홍갓 2kg 재래종아님,1,10,0.1,"2025-04-08"
1433,국내산 햇 연근 1kg(정품),1,10,0.1,"2025-04-08"
1434,백설 흑설탕 1kg,2,25,0.08,"2025-04-08"
1435,헬스꼬기 지방제한 호주산 소고기 다짐육 200gX5팩,1,7,0.142857,"2025-04-08"
1436,소소한하루 양파,1,25,0.04,"2025-04-08"
1437,국산 건표고버섯(슬라이스) 70g,1,8,0.125,"2025-04-08"
1438,매운 건고추(봉),1,8,0.125,"2025-04-08"
1439,소소한하루 당근(봉),1,6,0.166667,"2025-04-08"
1440,청경채 (300g),1,10,0.1,"2025-04-08"
1441,손질 주꾸미 200g+200g 쭈꾸미볶음 샤브샤브(신선배송)[냉동],1,10,0.1,"2025-04-08"
1442,[칠레산] 아보카도 (5입 1kg),1,10,0.1,"2025-04-08"
1443,소금을 넣지 않은 쿠킹버터 450g,1,22,0.0454545,"2025-04-08"
1444,저당 굴소스 310g,1,8,0.125,"2025-04-08"
1445,[냉장][정다운] 1등급 태양초 고추장 오리주물럭 400g,1,9,0.111111,"2025-04-08"
1446,노브랜드냉동삼겹살바로구이1KG,1,9,0.111111,"2025-04-08"
1447,올리브오일 500ml(피쿠알),1,7,0.142857,"2025-04-08"
1448,Westgold 버터 400g,1,8,0.125,"2025-04-08"
1449,[냉장][김해축협] 한돈 고추장 제육볶음 1000g,1,9,0.111111,"2025-04-08"
1450,식용유1.8L,1,20,0.05,"2025-04-08"
1451,어울림 건강차 2종 선물세트 4호 (우엉차팥차),1,9,0.111111,"2025-04-08"
1452,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,3,62,0.0483871,"2025-04-08"
1453,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,1,13,0.0769231,"2025-04-08"
1454,옛날 자른 당면 500g,1,8,0.125,"2025-04-08"
1455,참깨 흑임자 드레싱 (495g),1,10,0.1,"2025-04-08"
1456,양조간장 701 500ml,1,18,0.0555556,"2025-04-08"
1457,브로콜리 (2입),1,10,0.1,"2025-04-08"
1458,당일수확 향긋한 청도 미나리 1kg,1,10,0.1,"2025-04-08"
1459,자연담은 유기농 율무 300g,1,9,0.111111,"2025-04-08"
1460,국산꽃게[목포 꽃게살무침]순살게장의 원조 목포에서 만드는 간장/양념 꽃게살비빔밥,1,8,0.125,"2025-04-08"
1461,고소한들기름막국수167g,2,9,0.222222,"2025-04-08"
1462,사천짜파게티 4입,1,10,0.1,"2025-04-08"
1463,친환경 당근 500g,1,10,0.1,"2025-04-08"
1464,국내산 현미로 만든 스틱 미숫가루 600g,1,10,0.1,"2025-04-08"
1465,곡성 무농약 깐토란 1kg /,1,10,0.1,"2025-04-08"
1466,SSG 톡톡 대추방울토마토 500g/팩,1,10,0.1,"2025-04-08"
1467,슈레드 모짜렐라치즈 1kg(개봉 후 냉동보관),1,9,0.111111,"2025-04-08"
1468,저탄소 제주 천혜향 1kg/봉 (5~6입),1,10,0.1,"2025-04-08"
1469,강원도 장뇌삼 산양삼 선물세트 7뿌리 (5-6년근),1,9,0.111111,"2025-04-08"
1470,프리미엄 굴소스500g,1,8,0.125,"2025-04-08"
1471,하인즈 토마토 케찹 342g,1,10,0.1,"2025-04-08"
1472,[냉장][노르웨이] 소금간 붉은볼락 (대 마리),1,12,0.0833333,"2025-04-08"
1473,[나주농장] 프리미엄 과일 선물세트 1호 7kg(사과+배),1,8,0.125,"2025-04-08"
1474,촌두부 550g,2,11,0.181818,"2025-04-08"
1475,I`mperfect 당도선별 못난이배 3~4입 2kg (봉),1,10,0.1,"2025-04-08"
1476,해찬들 재래식된장 500g,1,10,0.1,"2025-04-08"
1477,맛술 830ml(생강&매실),2,42,0.047619,"2025-04-08"
1478,밥새우 500g 새우반찬 아이들반찬,1,8,0.125,"2025-04-08"
1479,진간장금F3 500ml,1,14,0.0714286,"2025-04-08"
1480,[백설] 갈색설탕 (중백당) 1kg,1,24,0.0416667,"2025-04-08"
1481,고소한참기름320ml(병),2,17,0.117647,"2025-04-08"
1482,다시마 더한 진간장 900ml,1,15,0.0666667,"2025-04-08"
1483,[다향] 오리 고추장 주물럭용 (500g),1,8,0.125,"2025-04-08"
1484,[하림] 동물복지 IFF 한입쏙 닭가슴살 청양고추 (500g),1,25,0.04,"2025-04-08"
1485,멸치액젓 250g,1,23,0.0434783,"2025-04-08"
1486,인큐 애호박 200g (1입),1,17,0.0588235,"2025-04-08"
1487,[냉동] 1등급 한우 찜갈비 선물세트 3.2kg (찜갈비 800gx4) 부직포가방 포함,1,10,0.1,"2025-04-08"
1488,[기장] 명품 기장애 다시마 (200g),1,7,0.142857,"2025-04-08"
1489,[춘백이네어부장터] 봄 도다리 쑥국세트 (손질 도다리 800g + 쑥 50g)..[32653732],1,10,0.1,"2025-04-08"
1490,진간장 금F3 860ml,1,7,0.142857,"2025-04-08"
1491,무항생제 닭 (백숙용) (800g),1,10,0.1,"2025-04-08"
1492,[냉장][설성목장] 한돈 간장 불고기 300g,1,9,0.111111,"2025-04-08"
1493,[백종원 본가] 소갈비찜 500g *7팩,1,9,0.111111,"2025-04-08"
1494,저탄소 배 2입/팩 (1.2kg),1,10,0.1,"2025-04-08"
1495,어린열무 (500g),1,9,0.111111,"2025-04-08"
1496,생강&매실 맛술830ml,1,32,0.03125,"2025-04-08"
1497,순후추 50g,1,36,0.0277778,"2025-04-08"
1498,자연촌 990 맛있는 콩나물 500g,1,8,0.125,"2025-04-08"
1499,[물맛남] 품질보장 통영 당일작업 생굴 2kg,1,7,0.142857,"2025-04-08"
1500,영양부추 100g,1,9,0.111111,"2025-04-08"
1501,청홍피망 2입/봉,1,7,0.142857,"2025-04-08"
1502,[냉장][칠레] 파타고니아 항공직송 생연어회 필렛 (500g),1,10,0.1,"2025-04-08"
1503,백설 고깃집 된장찌개양념 130g,1,10,0.1,"2025-04-08"
1504,유기농 발아 깨소금 180g,1,25,0.04,"2025-04-08"
1505,[건어물연구소] 새우멸치볶음 100g.,1,9,0.111111,"2025-04-08"
1506,다담 순두부 찌개양념 140g,1,7,0.142857,"2025-04-08"
1507,"3분간편 통영멸치 볶음 만들기 (220g)",1,10,0.1,"2025-04-08"
1508,부드러운 손질 황태채 150g,1,10,0.1,"2025-04-08"
1509,멸치액젓 500g,1,29,0.0344828,"2025-04-08"
1510,비비드키친 저칼로리 치킨양념소스 320g,1,10,0.1,"2025-04-08"
1511,무항생제 두마리 영계 1kg (500g*2),1,10,0.1,"2025-04-08"
1512,[건어물연구소] 꽃새우볶음 90g.,1,10,0.1,"2025-04-08"
1513,[냉장][정다운] 1등급 태양초 고추장 오리주물럭 400g,1,8,0.125,"2025-04-09"
1514,생강&매실 맛술830ml,2,31,0.0645161,"2025-04-09"
1515,통흑후추 그라인더 65g,4,25,0.16,"2025-04-09"
1516,청양고추 (150g),3,26,0.115385,"2025-04-09"
1517,백설 100%통참깨참기름 320ml,2,23,0.0869565,"2025-04-09"
1518,깔끔 손질 새송이버섯 (300g),2,7,0.285714,"2025-04-09"
1519,박재서 안동소주 명인 45도 800ml 호리병 선물세트(케이스쇼핑백 포함),1,10,0.1,"2025-04-09"
1520,식용유900ml,4,21,0.190476,"2025-04-09"
1521,양파 (1.8kg),6,40,0.15,"2025-04-09"
1522,진간장금F3 500ml,2,13,0.153846,"2025-04-09"
1523,뉴질랜드 키위 농축 분말 가루 파우더 200gx5통,1,10,0.1,"2025-04-09"
1524,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,6,59,0.101695,"2025-04-09"
1525,하루채소 대파 (200g),8,49,0.163265,"2025-04-09"
1526,[SSG] 볶음캐슈넛 700g,1,10,0.1,"2025-04-09"
1527,[냉동][중국] 살아있을 때 급냉한 낙지 (3~4미 내외 500g),1,10,0.1,"2025-04-09"
1528,백설 자일로스설탕(갈색) 1kg,3,15,0.2,"2025-04-09"
1529,반쪽 양배추 800g,2,9,0.222222,"2025-04-09"
1530,하프 마요네즈 525g,1,8,0.125,"2025-04-09"
1531,[밀키요] 크림치즈 블랙페퍼 베이컨100g 1개입,1,9,0.111111,"2025-04-09"
1532,다시마면 세트 25인분(다시마면X25+비빔소스X15+메밀소바소스X10)..[35093606],1,7,0.142857,"2025-04-09"
1533,프리미엄 굴소스 350g,1,6,0.166667,"2025-04-09"
1534,아삭한숙주 380g,1,9,0.111111,"2025-04-09"
1535,가쓰오부시 40g,1,8,0.125,"2025-04-09"
